class,accuracy,aimTime,alpha1,alpha2,alpha3,backwardSpeed,base_capture_points,base_defense_points,base_xp,battles,caliber,damage,damage_blocked,damage_received,direct_hits,distance_traveled,dpm1,dpm2,dpm3,forwardSpeed,frags,gunDepression,gunElevation,hit_rate,hp,intraClipReload,isPrem_False,isPrem_True,life_time,maxAmmo,pen1,pen2,pen3,pen_rate,penetrations,player_winrate,player_wn8,potentialDamage,potential_damage_received,power,reload,shell1_ARMOR_PIERCING,shell1_ARMOR_PIERCING_CR,shell1_HIGH_EXPLOSIVE,shell1_HOLLOW_CHARGE,shell2_ARMOR_PIERCING,shell2_ARMOR_PIERCING_CR,shell2_HIGH_EXPLOSIVE,shell2_HOLLOW_CHARGE,shell3_ARMOR_PIERCING,shell3_HIGH_EXPLOSIVE,shell3_HOLLOW_CHARGE,shellVelocity1,shellVelocity2,shellVelocity3,shots_fired,sniper_damage,specificPower,spots,spotting_assist,survival,tank_id,tier,tracking_assist,traverseSpeed,turretTraverseDispersion,turretTraverseSpeed,vehicleMovementDispersion,vehicleRotationDispersion,viewRange,weight,winrate,winrate_differential,wn8,wnx
MT,0.24418604651162787,0.15254237288135591,0.2732049036777583,0.18004587155963303,0.23298731257208766,0.4067796610169492,0.10891089108910891,0.09057971014492755,0.6143617021276596,0.0017392779246570888,0.4183040330920372,0.29758588672237696,0.11833952912019827,0.34653794940079896,0.04035738623457258,0.4929121101660591,0.4400585223116313,0.4400585223116313,0.3956201257982519,0.5882352941176471,0.41104294478527603,0.42857142857142855,0.16666666666666666,0.828139463128664,0.3670886075949367,0.39814814814814814,0,1,0.6135265700483091,0.006696428571428571,0.5796610169491525,0.5572916666666666,0.11878453038674033,0.8875379939209727,0.0562200956937799,0.49521410579345077,0.32545605306799336,0.08075370121130551,0.237200259235256,0.2138364779874214,0.5744680851063829,1,0,0,0,0,1,0,0,0,1,0,0.4738675958188153,0.5199296600234466,0.6968810916179338,0.022104180945853324,0.25188743994509266,0.19763138792702553,0.29319371727748683,0.2167755991285403,0.38710412394622923,0.7667746413697363,0.7,0.34108527131782945,0.8518518518518519,0.14285714285714288,0.6333333333333333,0.23076923076923075,0.13461538461538464,0.8285714285714286,0.14295496043822276,0.4696230598669622,0.4610905240868184,0.38230150402238544,0.2067065491183879
HT,0.19767441860465115,0.2542372881355932,0.3345008756567426,0.22018348623853212,0.2964244521337947,0.15254237288135594,0.132013201320132,0.025362318840579715,0.5093085106382979,0.007525398776643088,0.4915546363322992,0.1850046425255339,0.24070631970260223,0.46937416777629826,0.02824259862194291,0.3624949372215472,0.4503291880029261,0.4503291880029261,0.42352138201889056,0.5588235294117647,0.1226993865030675,0.19047619047619047,0.25555555555555554,0.8188830607837086,0.4462025316455696,,0,1,0.4830917874396135,0.012276785714285714,0.6,0.5572916666666666,0.1408839779005525,0.6218844984802432,0.02930622009569378,0.3329974811083123,0.11774461028192372,0.18775235531628534,0.35871678548282565,0.32914046121593293,0.1843971631205674,1,0,0,0,0,0,0,1,0,1,0,0.37282229965156793,0.24970691676436108,0.5555555555555556,0.012979780671692942,0.06932052161976665,0.2094038985198566,0.29319371727748683,0.14270152505446623,0.21394395078605602,0.9409995372512726,0.7,0.24806201550387597,0.2222222222222222,0.14285714285714288,0.3333333333333333,0.2692307692307693,0.2692307692307693,0.7714285714285715,0.21142726719415703,0.2842572062084256,0.4102699841185812,0.19097586568730326,0.08579974811083123
TD,0.16279069767441856,0.2033898305084745,0.1243432574430823,0.08256880733944955,0.10034602076124567,0.4406779661016949,0.1122112211221122,0.1811594202898551,0.25930851063829785,0.0002656178084143045,0.2942088934850052,0.09610027855153204,0.0015489467162329617,0.08089214380825566,0.03233133944120542,0.23572296476306198,0.4383103238960918,0.4383103238960918,0.3753449085118958,0.0,0.25766871165644173,0.30952380952380953,0.16666666666666666,0.5377969762419006,0.10443037974683544,,1,0,0.7681159420289855,0.013020833333333334,0.5152542372881356,0.5286458333333334,0.07734806629834254,0.9238905775075987,0.04820574162679426,0.45088161209067984,0.2197346600331675,0.046433378196500674,0.037265068049254696,0.07861635220125786,0.0549645390070922,1,0,0,0,0,1,0,0,0,1,0,0.4313588850174216,0.4753810082063306,0.6374269005847953,0.02634509938313914,0.21962937542896363,0.13567095083938308,0.09947643979057591,0.061546840958605666,0.5445431761221237,0.1936603424340583,0.4,0.15503875968992248,0.5925925925925926,0.14285714285714288,0.43333333333333335,0.34615384615384615,0.34615384615384615,0.6571428571428571,0.06830493000608642,0.38181818181818183,0.4028586553732133,0.2945085694298706,0.14767002518891686
HT,0.20930232558139536,0.3220338983050847,0.649737302977233,0.42660550458715596,0.538638985005767,0.13559322033898305,,,,,0.6225439503619442,,,,,,0.5342480418220421,0.5342480418220421,0.4515273333848224,0.3382352941176471,,0.3333333333333333,0.2222222222222222,,0.7468354430379747,,0,1,,0.006696428571428571,0.7830508474576271,0.7317708333333334,0.22099447513812154,,,,,0.2543741588156124,,0.3867924528301887,0.33510638297872336,1,0,0,0,0,0,0,1,0,1,0,0.4425087108013937,0.3552168815943728,0.6530214424951267,,,0.16002664311980114,,,,0.7720962517353077,0.9,,0.18518518518518517,0.14285714285714288,0.3,0.3076923076923077,0.3076923076923077,0.8285714285714286,0.2905761817812944,,,,
LT,0.12790697674418605,0.0847457627118644,0.11120840630472854,0.07396788990825688,,0.2711864406779661,0.0858085808580858,0.10869565217391305,0.4853723404255319,0.0004037785903483414,0.2890382626680455,0.13022284122562675,0.02664188351920694,0.29427430093209056,0.03914590747330961,0.44835965978128794,0.3160204828090709,0.3160204828090709,,0.6323529411764706,0.1901840490797546,0.42857142857142855,0.2222222222222222,0.7724467756865165,0.2879746835443038,,0,1,0.28019323671497587,0.036458333333333336,0.46779661016949153,0.4401041666666667,,0.9316717325227963,0.057416267942583726,0.5808564231738036,0.4286898839137645,0.15141318977119786,0.1558651976668827,0.42348008385744235,0.06382978723404256,1,0,0,0,0,1,0,0,0,0,0,0.6306620209059234,0.5662368112543963,,0.023003769705277583,0.13658201784488674,0.3802427105087199,0.5654450261780105,0.28050108932461876,0.12485759854180907,0.2075428042572883,0.6,0.11627906976744186,0.48148148148148145,0.1142857142857143,0.6333333333333333,0.17307692307692307,0.17307692307692307,0.7714285714285715,0.17906776222357476,0.4975609756097561,0.40444679724722066,0.44316194473592163,0.16939546599496222
LT,0.18604651162790695,0.15254237288135591,0.14185639229422067,0.09403669724770643,0.14071510957324107,0.288135593220339,0.066006600660066,0.06884057971014493,0.4627659574468085,0.08978260672673395,0.2890382626680455,0.10886722376973074,0.0015489467162329617,0.322237017310253,0.029832664496100555,0.5176184690157959,0.3900448459018479,0.3900448459018479,0.4370520915573274,0.8235294117647058,0.11656441717791412,0.23809523809523808,0.14444444444444443,0.8108608454180808,0.31962025316455694,0.19753086419753088,1,0,0.2946859903381642,0.01488095238095238,0.511864406779661,0.453125,0.07734806629834254,0.8778115501519758,0.04282296650717703,0.4277078085642318,0.2325870646766169,0.07052489905787349,0.14938431626701232,0.18763102725366876,0.2730496453900709,1,0,0,0,0,1,0,0,0,1,0,0.5121951219512195,0.5603751465416178,0.7504873294346979,0.014436257710760795,0.08304735758407687,0.6526204007328487,0.6544502617801047,0.41612200435729846,0.11483253588516748,0.2526608051827858,0.7,0.08527131782945736,0.5185185185185185,0.14285714285714288,0.6666666666666666,0.15384615384615388,0.15384615384615388,0.7714285714285715,0.04658652870764861,0.34323725055432386,0.3811540497617787,0.22560335781741866,0.12783375314861462
SPG,0.4767441860465116,0.5762711864406779,0.5884413309982487,0.4724770642201835,0.2560553633217993,0.13559322033898305,0.02805280528052805,0.11956521739130437,0.4654255319148936,0.041831429025456,0.6337469837986901,0.1873259052924791,0.0,0.05426098535286285,0.01597637616415537,0.08707978938841636,0.2483394294074616,0.3510460863204096,0.05222004923654523,0.651470588235294,0.10429447852760736,0.0,0.5,0.2300215982721382,0.0949367088607595,,1,0,0.9903381642512077,0.008928571428571428,0.09830508474576272,0.0625,0.8287292817679558,0.03270516717325229,0.001076555023923445,0.4141057934508815,0.1546434494195688,0.2810228802153432,0.02900194426441996,0.3081761006289308,0.5035460992907801,0,0,1,0,0,0,1,0,1,0,0,0.156794425087108,0.13481828839390386,0.3489278752436647,0.02308944482522276,0.6245710363761153,0.2873175677182226,0.0026178010471204186,0.005991285403050109,0.6962861699703805,0.20823692734844979,0.8,0.18604651162790697,0.18518518518518517,0.6857142857142857,0.0,0.8461538461538461,0.8461538461538461,0.14285714285714285,0.15999188476364373,0.39556541019955666,0.4579142403388035,0.1584470094438615,0.034162468513853905
SPG,0.45348837209302323,0.5762711864406779,0.5884413309982487,0.4724770642201835,0.2560553633217993,0.13559322033898305,0.047854785478547844,0.14130434782608697,0.48404255319148937,0.12824054137948354,0.6337469837986901,0.21750232126276695,0.0003097893432465923,0.06258322237017311,0.02112516089952298,0.15633859862292426,0.364740307242136,0.4931236283833211,0.10158381024229056,0.7352941176470589,0.08588957055214726,0.0,0.5,0.2715211354520209,0.11075949367088607,1.0,1,0,0.9806763285024155,0.008928571428571428,0.09830508474576272,0.0625,0.8287292817679558,0.01580547112462007,0.001076555023923445,0.4362720403022668,0.1919568822553897,0.2810228802153432,0.03321451717433571,0.3553459119496855,0.8936170212765957,0,0,1,0,0,0,1,0,1,0,0,0.156794425087108,0.13481828839390386,0.3489278752436647,0.028144276901987664,0.7110501029512697,0.3399135731377612,0.0026178010471204186,0.007080610021786492,0.70995670995671,0.17121702915316983,0.9,0.24806201550387597,0.07407407407407407,0.6428571428571429,0.016666666666666666,0.8461538461538461,0.8461538461538461,0.2,0.16324305132886996,0.4031042128603103,0.44362096347273683,0.15110178384050368,0.04124685138539043
MT,0.15116279069767438,0.22033898305084743,0.3345008756567426,0.22018348623853212,0.2675893886966551,0.288135593220339,0.0627062706270627,0.09782608695652176,0.5917553191489362,0.42285877547390877,0.4183040330920372,0.4115598885793872,0.031288723667905825,0.5066577896138482,0.04543045354736125,0.5982179019846091,0.5695422719197408,0.5695422719197408,0.46184728342086684,0.7794117647058824,0.3865030674846627,0.23809523809523808,0.12222222222222222,0.8929342795433509,0.5253164556962026,0.27048260381593714,1,0,0.5458937198067633,0.014136904761904762,0.8135593220338984,0.765625,0.11878453038674033,0.8710030395136779,0.061363636363636356,0.5093198992443324,0.35945273631840796,0.21399730820995963,0.25388852883992225,0.3553459119496855,0.6808510638297872,0,1,0,0,0,0,0,1,0,1,0,0.8327526132404182,0.2966002344665885,0.5555555555555556,0.023860520904729267,0.4351407000686342,0.5289454393851282,0.35340314136125656,0.30610021786492375,0.3071314650262019,0.052753354928273946,0.9,0.5348837209302325,0.5185185185185185,0.14285714285714288,0.5333333333333333,0.15384615384615388,0.15384615384615388,0.8857142857142857,0.11381618989653074,0.4483370288248337,0.4208575966119639,0.4193774046869535,0.18403652392947104
MT,0.15116279069767438,0.1694915254237288,0.30823117338003503,0.2029816513761468,0.24452133794694347,0.23728813559322035,0.066006600660066,0.09057971014492755,0.5797872340425532,0.054058411216877024,0.39675973802137193,0.3228876508820798,0.0030978934324659233,0.4806924101198402,0.03975164685394109,0.5654110976103686,0.5090187062388964,0.5090187062388964,0.41125709357025825,0.7794117647058824,0.36809815950920255,0.23809523809523808,0.14444444444444443,0.849583461894477,0.4936708860759494,0.27048260381593714,1,0,0.5169082125603864,0.017857142857142856,0.7559322033898305,0.6432291666666666,0.11049723756906077,0.8842553191489362,0.05526315789473684,0.41914357682619646,0.24834162520729686,0.24226110363391656,0.22164614387556708,0.27935010482180295,0.6808510638297872,1,0,0,0,0,1,0,0,0,1,0,0.5121951219512195,0.5603751465416178,0.7504873294346979,0.020990404386566144,0.3191489361702128,0.36775409172591494,0.34554973821989526,0.2374727668845316,0.2613351560719982,0.08236927348449792,0.8,0.3875968992248062,0.5555555555555556,0.14285714285714288,0.43333333333333335,0.19230769230769232,0.19230769230769232,0.8285714285714286,0.12013085818624468,0.4159645232815963,0.47697194282689254,0.42147604057362714,0.17222921914357683
MT,0.23255813953488366,0.2542372881355932,0.2031523642732049,0.1341743119266055,0.17531718569780855,0.0847457627118644,0.1485148514851485,0.07246376811594205,0.3683510638297872,0.011156771319204926,0.35367114788004134,0.12720519962859797,0.03314745972738538,0.23801597869507324,0.027636859241311425,0.3219927095990279,0.3493933355195116,0.3493933355195116,0.32842028322971106,0.6323529411764706,0.20858895705521474,0.3333333333333333,0.2222222222222222,0.6692378895402652,0.2468354430379747,,1,0,0.4492753623188406,0.023065476190476192,0.46440677966101696,0.421875,0.09668508287292818,0.8550759878419453,0.03923444976076555,0.3879093198992441,0.1587893864013267,0.19057873485868101,0.1289695398574206,0.3448637316561845,0.12588652482269502,1,0,0,0,0,1,0,0,0,1,0,0.47735191637630664,0.5240328253223916,0.7017543859649122,0.01666381082933516,0.11393273850377487,0.2726739640344019,0.17539267015706805,0.08932461873638345,0.2633857370699476,0.057612216566404445,0.5,0.17829457364341086,0.37037037037037035,0.20000000000000004,0.48333333333333334,0.3076923076923077,0.3076923076923077,0.6,0.1859403530127815,0.3485587583148559,0.42932768660667014,0.24309199020636585,0.10217254408060453
HT,0.19767441860465115,0.0,0.04553415061295972,0.03096330275229358,0.03690888119953864,0.06779661016949153,0.2343234323432343,0.14855072463768115,0.2579787234042553,0.003258058486966531,0.16839021027231987,0.07288765088207985,0.08798017348203221,0.17543275632490013,0.08200196865298706,0.25435398946942084,0.342954046684844,0.342954046684844,0.3230378368886184,0.2647058823529412,0.25766871165644173,0.5714285714285714,0.2,0.761647639617402,0.17721518987341772,,1,0,0.357487922705314,0.06808035714285714,0.20677966101694914,0.21875,0.03867403314917127,0.7572036474164134,0.09222488038277511,0.3380352644836272,0.10074626865671642,0.10901749663526245,0.12832145171743356,0.18763102725366876,0.010638297872340427,1,0,0,0,0,1,0,0,0,1,0,0.43205574912891986,0.47596717467760846,0.6384015594541911,0.058558944482522274,0.032944406314344546,0.1739627019873762,0.21465968586387432,0.0528322440087146,0.3340168603326498,0.015733456732993985,0.3,0.08527131782945736,0.25925925925925924,0.1142857142857143,0.4,0.2692307692307693,0.2692307692307693,0.4857142857142857,0.13593020896733618,0.46430155210643015,0.6199047114875594,0.3704092339979014,0.18513853904282115
HT,0.18604651162790695,0.2711864406779661,0.2031523642732049,0.1341743119266055,0.17531718569780855,0.06779661016949153,0.20297029702970296,0.06521739130434782,0.34574468085106386,0.0070282505041057135,0.35367114788004134,0.12070566388115135,0.06319702602230483,0.2403462050599201,0.03308851366699477,0.286350749291211,0.2567666422823701,0.2567666422823701,0.25099586278476393,0.2647058823529412,0.28220858895705525,0.3333333333333333,0.18888888888888888,0.749922863313792,0.2468354430379747,,1,0,0.4782608695652174,0.017857142857142856,0.39322033898305087,0.3619791666666667,0.09668508287292818,0.8251671732522797,0.04401913875598086,0.35314861460957164,0.1322553897180763,0.14535666218034993,0.14290343486714194,0.240041928721174,0.15602836879432624,1,0,0,0,0,1,0,0,0,1,0,0.37282229965156793,0.4138335287221571,0.5555555555555556,0.018762851267991775,0.05833905284831846,0.16736936713115536,0.19371727748691098,0.0724400871459695,0.3367509683299157,0.09717723276260991,0.4,0.17054263565891473,0.37037037037037035,0.18571428571428572,0.3333333333333333,0.42307692307692313,0.42307692307692313,0.4857142857142857,0.17706431324812336,0.45277161862527726,0.5902593965060878,0.316894018887723,0.15018891687657432
LT,0.25581395348837205,0.2033898305084745,0.03415061295971979,0.023509174311926607,0.0265282583621684,0.23728813559322035,0.3448844884488449,0.4021739130434783,0.20345744680851063,0.0006628094723295571,0.15977249224405377,0.06638811513463325,0.006195786864931847,0.061917443408788284,0.082077686075566,0.41433778857837184,0.20249355936516017,0.20249355936516017,0.20189769130311522,0.6323529411764706,0.50920245398773,0.3333333333333333,0.2777777777777778,0.7147485344029619,0.056962025316455694,,1,0,0.18840579710144928,0.05505952380952381,0.10847457627118644,0.13541666666666666,0.03591160220994475,0.9276595744680851,0.11196172248803826,0.4277078085642318,0.2570480928689884,0.052759084791386274,0.02900194426441996,0.2348008385744235,0.012411347517730492,1,0,0,0,0,1,0,0,0,1,0,0.34285714285714286,0.3821805392731536,0.51364522417154,0.06194311172035641,0.026767330130404943,0.9397508114767692,0.35602094240837695,0.011982570806100218,0.3217133743449533,0.014807959278111986,0.1,0.031007751937984496,0.6666666666666666,0.14285714285714288,0.48333333333333334,0.2692307692307693,0.2692307692307693,0.2,0.04067762223574762,0.4257206208425722,0.4796188459502381,0.7310248338579923,0.37169395465994964
LT,0.38372093023255816,0.2711864406779661,0.3169877408056042,0.20871559633027523,0.24452133794694347,0.288135593220339,0.09240924092409239,0.10507246376811594,0.5146276595744681,0.0007991588494944946,0.4570837642192347,0.13486536675951719,0.0012391573729863693,0.14214380825565912,0.018399333686681306,0.5245038477116242,0.3295195591880555,0.3295195591880555,0.26239818962134515,0.5882352941176471,0.47239263803680986,0.19047619047619047,0.2777777777777778,0.6710891700092563,0.14240506329113925,,0,1,0.41545893719806765,0.014136904761904762,0.29152542372881357,0.23177083333333334,0.1298342541436464,0.7800607902735562,0.02583732057416268,0.5516372795969771,0.3884742951907131,0.20053835800807537,0.06286454957874271,0.240041928721174,0.21808510638297873,0,0,0,1,0,0,0,1,0,1,0,0.06411149825783972,0.0369284876905041,0.12378167641325535,0.008310486634681287,0.07755662319835278,0.6475530406435113,0.5759162303664922,0.1661220043572985,0.33811802232854865,0.4000462748727441,0.4,0.1937984496124031,0.5925925925925926,0.2285714285714286,0.13333333333333333,0.4615384615384615,0.4615384615384615,0.6571428571428571,0.061929397443700546,0.6926829268292682,0.6680783483324509,0.54634487583071,0.24511964735516373
LT,0.20930232558139536,0.13559322033898302,0.028021015761821366,0.0194954128440367,0.0196078431372549,0.23728813559322035,0.1551155115511551,0.1884057971014493,0.2074468085106383,0.004279855449899426,0.1253016201309893,0.056870937790157845,0.0021685254027261464,0.09087882822902796,0.10350571666540472,0.3778857837181045,0.38639953421017276,0.38639953421017276,0.32781613108938434,0.6323529411764706,0.3006134969325154,0.3333333333333333,0.2777777777777778,0.655970379512496,0.08544303797468354,0.030349794238683125,1,0,0.13526570048309178,0.05133928571428571,0.07796610169491526,0.041666666666666664,0.024861878453038673,0.6916717325227963,0.10562200956937798,0.392947103274559,0.16334991708126037,0.03230148048452221,0.03920933246921581,0.2190775681341719,0.08687943262411349,1,0,0,0,0,1,0,0,0,1,0,0.4529616724738676,0.49824150058616645,0.6676413255360624,0.08614633310486634,0.02059025394646534,0.8850604668997272,0.35340314136125656,0.0332244008714597,0.23376623376623376,0.33317908375751965,0.2,0.08527131782945736,0.6666666666666666,0.14285714285714288,0.5,0.19230769230769232,0.19230769230769232,0.3142857142857143,0.0400689795090282,0.4589800443458981,0.5558496559025939,0.3249387897866387,0.15585642317380352
LT,0.15116279069767438,0.06779661016949151,0.03239929947460595,0.02236238532110092,0.025374855824682813,0.23728813559322035,0.12046204620462045,0.14130434782608697,0.21143617021276595,0.007945644683074151,0.1253016201309893,0.05222841225626741,0.0040272614622057,0.13448735019973368,0.07109865980162035,0.444309437019036,0.3264770429020182,0.3264770429020182,0.3092651065452346,0.7852941176470589,0.1901840490797546,0.3333333333333333,0.2777777777777778,0.7320271521135452,0.12658227848101267,,1,0,0.15458937198067632,0.06994047619047619,0.2677966101694915,0.2526041666666667,0.024861878453038673,0.8911854103343465,0.09425837320574161,0.47304785894206547,0.16417910447761194,0.07267833109017496,0.06140635126377187,0.2662473794549266,0.0017730496453900687,1,0,0,0,0,1,0,0,0,1,0,0.4529616724738676,0.49824150058616645,0.6676413255360624,0.05140507196710076,0.04049416609471517,0.7662984181586763,0.5785340314136126,0.09803921568627451,0.14650262018683075,0.011105969458583989,0.3,0.03875968992248062,0.7037037037037037,0.1142857142857143,0.5666666666666667,0.15384615384615388,0.15384615384615388,0.6,0.058683302901197,0.435920177383592,0.44415034409740595,0.4540048968170689,0.13727959697732997
LT,0.441860465116279,0.22033898305084743,0.13660245183887915,0.05963302752293578,,0.23728813559322035,0.09405940594059405,0.09057971014492755,0.2752659574468085,0.0018464801523556083,0.2933471216821785,0.036211699164345405,0.005266418835192069,0.08954727030625832,0.026425380480048458,0.34345889023896314,0.4845647403072421,0.253474762253109,,0.5823529411764706,0.1656441717791411,0.19047619047619047,0.2777777777777778,0.5367170626349892,0.07911392405063292,,0,1,0.04830917874396135,0.021577380952380952,0.06440677966101695,0.0026041666666666665,,0.41142857142857137,0.01866028708133971,0.4025188916876575,0.18449419568822553,0.10605652759084791,0.04001944264419961,0.240041928721174,0.05673758865248227,0,0,1,0,1,0,0,0,0,0,0,0.0808362369337979,0.050996483001172335,,0.020262165867032216,0.012354152367879203,0.733920414797745,0.4031413612565445,0.0332244008714597,0.09409888357256779,0.8810735770476631,0.2,0.13953488372093023,0.5925925925925926,0.2571428571428572,0.5666666666666667,0.3076923076923077,0.3076923076923077,0.2571428571428571,0.05457496449584094,0.38403547671840343,0.45632609846479616,0.24344176285414482,0.11964735516372796
LT,0.2225913621262453,0.1041162227602898,0.03415061295971979,0.023509174311926607,0.0265282583621684,0.23728813559322035,0.1386138613861386,0.40579710144927544,0.386968085106383,3.8039500151087626e-05,0.15977249224405377,0.06406685236768803,0.03314745972738538,0.09920106524633822,0.07132581206935716,0.4248683677602268,0.20511704462326183,0.20511704462326183,0.20406727059117422,0.7352941176470589,0.28834355828220865,0.14285714285714285,0.24444444444444444,0.7787719839555692,0.09018987341772151,,0,1,0.0,0.058779761904761904,0.10847457627118644,0.125,0.03591160220994475,0.9097872340425531,0.09641148325358849,0.4906801007556676,0.2806799336650083,0.05908479138627187,0.05881399870382372,0.240041928721174,0.012158054711246275,1,0,0,0,0,1,0,0,0,1,0,0.34285714285714286,0.388042203985932,0.51364522417154,0.04874914324880055,0.014413177762525738,0.7639801701611265,0.5890052356020942,0.05065359477124183,0.19457735247208932,0.7552059231837113,0.2,0.07751937984496124,0.35185185185185186,0.1142857142857143,0.5563333333333333,0.34615384615384615,0.34615384615384615,0.2,0.05234327449786975,0.5787139689578713,0.5960825833774483,0.42392444910807975,0.2542506297229219
HT,0.23255813953488366,0.28813559322033894,0.3607705779334501,0.23738532110091742,0.3079584775086505,0.11864406779661017,0.1485148514851485,0.03260869565217391,0.5412234042553191,0.0348952308182527,0.4915546363322992,0.23978644382544104,0.2527881040892193,0.4773635153129161,0.029681229650942685,0.353584447144593,0.39897585954645204,0.39897585954645204,0.36066690371964955,0.2647058823529412,0.17791411042944785,0.42857142857142855,0.2222222222222222,0.839709966059858,0.4778481012658228,,1,0,0.5410628019323671,0.012276785714285714,0.6847457627118644,0.609375,0.1408839779005525,0.705775075987842,0.03456937799043062,0.41863979848866506,0.23424543946932005,0.20592193808882908,0.3668178872326636,0.38155136268343814,0.2198581560283688,1,0,0,0,0,0,0,1,0,1,0,0.5121951219512195,0.32590855803048063,0.5555555555555556,0.013622344071281699,0.08167467398764584,0.19687712706136223,0.2643979057591623,0.12799564270152505,0.2893597630439736,0.13766774641369736,0.7,0.24031007751937986,0.25925925925925924,0.20000000000000004,0.3,0.2692307692307693,0.2692307692307693,0.6571428571428571,0.25436193954148917,0.4008869179600887,0.459502382212811,0.3378803777544596,0.1382241813602015
HT,0.27906976744186046,0.4067796610169491,0.5621716287215411,0.4552752293577982,,0.15254237288135594,0.16336633663366334,0.05434782608695653,0.7752659574468085,0.03553185725801073,0.6552912788693555,0.38602599814298977,0.298636926889715,0.42942743009320905,0.024532444915575075,0.39125151883353587,0.3168105340160936,0.4400585223116313,,0.2647058823529412,0.44785276073619634,0.42857142857142855,0.2222222222222222,0.8423326133909288,0.4462025316455696,,0,1,0.642512077294686,0.006696428571428571,0.6406779661016949,0.4921875,,0.6641945288753799,0.027751196172248804,0.573299748110831,0.41998341625207297,0.21399730820995963,0.3613091380427738,0.29245283018867924,0.4148936170212766,1,0,0,0,0,0,1,0,0,0,0,0.4146341463414634,0.2731535756154748,,0.009595613433858808,0.15648592999313657,0.10211143701067055,0.32984293193717273,0.17592592592592593,0.49441786283891553,0.8706617306802407,0.7,0.34108527131782945,0.2777777777777778,0.28571428571428575,0.38333333333333336,0.36538461538461536,0.36538461538461536,0.7714285714285715,0.27533475349969566,0.717960088691796,0.6754896770778189,0.5386498775795733,0.25976070528967254
HT,0.23255813953488366,0.2711864406779661,0.2732049036777583,0.18004587155963303,0.23298731257208766,0.1016949152542373,0.18481848184818478,0.05797101449275363,0.5159574468085106,0.02755953552288257,0.39675973802137193,0.19568245125348188,0.17193308550185873,0.3645139813581891,0.0342242750056788,0.3422438234102876,0.30859400146305777,0.30859400146305777,0.2874491016813143,0.2647058823529412,0.2208588957055215,0.42857142857142855,0.2222222222222222,0.8077753779697623,0.3670886075949367,,1,0,0.5217391304347826,0.008928571428571428,0.5966101694915255,0.53125,0.11049723756906077,0.791854103343465,0.043660287081339705,0.41360201511335015,0.208955223880597,0.10659488559892329,0.26101749837977967,0.3448637316561845,0.19326241134751773,1,0,0,0,0,1,0,0,0,1,0,0.3672473867595819,0.4079718640093787,0.5477582846003899,0.017991775188485264,0.06794783802333562,0.17435411102338388,0.25654450261780104,0.11492374727668846,0.3189792663476874,0.14136973623322535,0.6,0.21705426356589147,0.2222222222222222,0.2285714285714286,0.36666666666666664,0.2692307692307693,0.2692307692307693,0.6,0.24722053154798135,0.43858093126385816,0.509793541556379,0.2931094788387548,0.13507556675062973
HT,0.17441860465116277,0.3220338983050847,0.44833625218914186,0.2947247706422018,0.37139561707035756,0.15254237288135594,0.1254125412541254,0.043478260869565216,0.5824468085106383,0.0043788240195565846,0.5260255084453637,0.3224233983286908,0.22211895910780668,0.5599201065246339,0.031119860679942452,0.37505062778452813,0.4901195153499953,0.4901195153499953,0.41762274659781823,0.3382352941176471,0.23926380368098157,0.3333333333333333,0.2222222222222222,0.8498920086393088,0.5569620253164557,,0,1,0.6521739130434783,0.006696428571428571,0.7830508474576271,0.6953125,0.16022099447513813,0.7249848024316109,0.03684210526315789,0.4110831234256925,0.2300995024875622,0.16150740242261102,0.3865845755022683,0.31865828092243187,0.2393617021276596,1,0,0,0,0,1,0,0,0,1,0,0.5470383275261324,0.5603751465416178,0.7992202729044834,0.014436257710760795,0.14893617021276595,0.16105876764320334,0.2094240837696335,0.15577342047930284,0.38345864661654133,0.14877371587228136,0.8,0.32558139534883723,0.2962962962962963,0.2142857142857143,0.4,0.25,0.25,0.7714285714285715,0.23914587137350377,0.44789356984478945,0.5235574377977765,0.30884924798880725,0.14483627204030228
HT,0.23255813953488366,0.3220338983050847,0.45709281961471104,0.30045871559633025,0.37139561707035756,0.13559322033898305,0.15676567656765675,0.043478260869565216,0.6143617021276596,0.035669030000979804,0.5260255084453637,0.3467966573816156,0.3073110285006196,0.5745672436750998,0.03225562201862649,0.38558120696638315,0.48511692663473105,0.48511692663473105,0.4030973855298375,0.2647058823529412,0.24539877300613497,0.3333333333333333,0.2222222222222222,0.872878741129281,0.5886075949367089,,1,0,0.6328502415458938,0.006696428571428571,0.7762711864406779,0.7265625,0.15193370165745856,0.732887537993921,0.03839712918660287,0.4498740554156171,0.27860696517412936,0.1655450874831763,0.436649384316267,0.38155136268343814,0.24645390070921988,1,0,0,0,0,0,0,1,0,1,0,0.5470383275261324,0.37280187573270807,0.6042884990253411,0.01473612063056888,0.11599176389842142,0.1567755378403616,0.2774869109947644,0.16285403050108932,0.37206652996126677,0.13396575659416937,0.8,0.29457364341085274,0.25925925925925924,0.17142857142857143,0.3,0.2692307692307693,0.2692307692307693,0.7714285714285715,0.2899168188273483,0.4474501108647449,0.4822657490735839,0.3749562784190276,0.16482997481108314
